"code_module","code_presentation","id_student","id_site","date","sum_click"
"FFF","2013B","2654409","526745","191","1"
"DDD","2014B","623931","772729","53","3"
"DDD","2013J","343911","674268","172","2"
"FFF","2013J","574446","716899","135","1"
"CCC","2014B","609515","730093","164","1"
"BBB","2013J","608000","703740","88","4"
"AAA","2014J","174094","877030","20","5"
"BBB","2013B","527886","542811","19","2"
"BBB","2013J","584042","703737","12","1"
"FFF","2014J","102854","882545","76","3"
"DDD","2014J","696807","813710","1","5"
"AAA","2013J","332789","546657","3","1"
"CCC","2014J","515491","909091","171","1"
"DDD","2013J","126812","674078","209","4"
"FFF","2014B","628034","779089","67","4"
"EEE","2014J","585769","832565","20","3"
"FFF","2014J","569034","883047","83","2"
"CCC","2014B","584940","729830","216","4"
"DDD","2013J","74502","673536","213","2"
"DDD","2013B","526068","547946","26","2"
"BBB","2014J","555749","913485","108","1"
"CCC","2014B","387009","730071","96","1"
"FFF","2013B","515938","527116","124","1"
"CCC","2014J","264715","909018","66","4"
"DDD","2013B","537622","547745","76","1"
"DDD","2014J","446097","924979","139","5"
"EEE","2014B","632083","790732","23","1"
"CCC","2014J","1501577","909254","-2","1"
"CCC","2014B","532565","729787","17","4"
"FFF","2013J","567901","716216","46","1"
"FFF","2014B","622374","779089","229","3"
"CCC","2014J","1345808","909232","102","1"
"FFF","2014B","601735","779439","48","1"
"DDD","2013B","516843","547873","17","2"
"FFF","2014B","571190","779075","107","1"
"DDD","2013B","557846","547303","170","2"
"FFF","2013J","609229","716238","218","7"
"EEE","2014J","196132","973720","164","2"
"FFF","2013J","563196","716762","23","1"
"BBB","2013J","583873","703732","15","13"
"DDD","2014J","495615","813939","106","5"
"FFF","2014J","656131","882573","5","21"
"GGG","2013J","600906","661705","-16","1"
"FFF","2014B","627692","779391","43","1"
"FFF","2013B","407818","527170","1","1"
"CCC","2014B","311616","729683","156","2"
"CCC","2014B","634589","730080","170","1"
"FFF","2013B","556004","527113","76","2"
"FFF","2014J","606257","882545","15","3"
"BBB","2013B","527980","542807","86","1"
"AAA","2014J","2086400","877015","24","2"
"AAA","2014J","147756","877135","216","2"
"FFF","2014J","675636","883177","-1","1"
"FFF","2014J","684882","882547","71","1"
"FFF","2013B","553220","527176","21","2"
"DDD","2013B","511569","547832","21","1"
"BBB","2014J","692943","926327","225","6"
"FFF","2014B","632623","779384","-18","1"
"FFF","2014J","2544643","882545","232","4"
"CCC","2014J","425287","909091","143","2"
"CCC","2014B","614844","730035","182","1"
"DDD","2013J","2695608","673520","213","1"
"EEE","2013J","584443","551070","69","1"
"AAA","2013J","137873","546654","16","2"
"DDD","2013B","2358423","547946","76","2"
"FFF","2014B","630326","779265","223","3"
"FFF","2013B","533929","527504","172","1"
"GGG","2013J","548190","661608","130","6"
"FFF","2014J","646402","883092","137","1"
"BBB","2013J","518258","703732","59","1"
"FFF","2013B","446440","526721","51","1"
"DDD","2013J","589220","673542","51","5"
"CCC","2014B","566310","729671","59","3"
"BBB","2014B","620354","768419","185","1"
"FFF","2013J","590980","716876","6","1"
"EEE","2014B","511199","790732","51","3"
"DDD","2013J","575258","673534","231","2"
"FFF","2014J","581253","882537","41","9"
"BBB","2013B","416654","543041","69","1"
"FFF","2014J","533418","882907","155","1"
"FFF","2013J","394239","716654","127","1"
"FFF","2013J","576205","716222","22","6"
"FFF","2014J","2301830","882675","60","1"
"BBB","2013B","540530","543188","12","1"
"BBB","2014J","605068","913473","109","3"
"DDD","2014J","618989","814200","120","1"
"FFF","2014J","677582","882573","92","1"
"FFF","2013J","348783","716652","-12","1"
"CCC","2014J","691926","909091","241","14"
"DDD","2014J","2111313","813701","25","2"
"DDD","2013B","513246","547303","65","2"
"FFF","2013J","547154","716260","232","5"
"CCC","2014B","633250","729671","241","1"
"DDD","2014B","2660408","772705","71","1"
"FFF","2013B","2567561","527420","171","1"
"BBB","2014J","612566","913466","191","1"
"FFF","2013J","573152","716238","50","2"
"CCC","2014J","593657","909095","48","2"
"EEE","2013J","581340","551039","153","2"
"EEE","2014J","579283","832662","65","3"
"BBB","2014J","647764","913661","18","1"
"EEE","2014B","444197","790835","8","1"
"CCC","2014J","2084711","909013","59","3"
"AAA","2013J","958987","546696","95","3"
"BBB","2013B","519222","542808","2","8"
"FFF","2014B","592939","779447","73","2"
"FFF","2014J","651886","883092","129","3"
"AAA","2013J","312537","546732","2","15"
"DDD","2013J","237602","673725","222","3"
"BBB","2014J","247457","913473","55","1"
"FFF","2014J","676459","882581","41","6"
"FFF","2013B","483620","526721","26","1"
"DDD","2014B","614804","773339","40","1"
"FFF","2013B","553425","526789","217","13"
"FFF","2014B","2659650","779653","0","1"
"FFF","2013J","1559964","716693","24","1"
"FFF","2013J","571363","716216","69","1"
"CCC","2014B","622302","729781","180","3"
"GGG","2014B","619481","798756","86","1"
"DDD","2014J","689418","813708","145","4"
"DDD","2013J","2382048","673519","114","6"
"FFF","2014J","600405","882537","155","1"
"FFF","2014J","633931","883076","33","1"
"DDD","2014B","2503273","773387","75","1"
"DDD","2013J","2198970","673537","121","4"
"FFF","2014B","614801","779075","52","1"
"DDD","2013J","588208","674100","23","1"
"AAA","2013J","183096","547017","215","1"
"AAA","2013J","405088","546614","-8","11"
"FFF","2013B","488968","526766","81","14"
"FFF","2014J","679384","883060","3","2"
"FFF","2013B","489443","526738","4","3"
"EEE","2013J","588402","551162","120","1"
"CCC","2014B","251385","730091","120","1"
"BBB","2013J","613164","703898","191","1"
"FFF","2014B","622374","779346","163","31"
"FFF","2014J","679227","883076","1","1"
"FFF","2013J","602811","716324","133","1"
"CCC","2014J","391466","909020","214","1"
"BBB","2013J","503804","704224","18","1"
"FFF","2013B","2533504","527114","2","1"
"FFF","2013J","581838","716216","19","7"
"DDD","2014B","2416424","772729","58","6"
"CCC","2014B","180976","729678","184","1"
"FFF","2014B","620399","779089","50","4"
"EEE","2013J","581744","551047","185","7"
"EEE","2014J","693235","973720","167","1"
"DDD","2013B","495115","547912","82","2"
"BBB","2013J","603270","704224","15","1"
"FFF","2014B","626878","779075","146","3"
"BBB","2014B","576738","768376","23","4"
"DDD","2014B","616952","773302","176","1"
"CCC","2014J","422670","909013","161","2"
"BBB","2013J","1695710","703721","208","7"
"DDD","2014B","375856","772729","-1","2"
"FFF","2014J","378946","882545","66","1"
"FFF","2013J","570517","716643","211","1"
"FFF","2014J","680322","882547","67","1"
"FFF","2013B","496671","526738","210","1"
"BBB","2014J","651655","926339","95","1"
"CCC","2014B","1888343","729678","81","2"
"FFF","2014J","2482710","882537","186","1"
"BBB","2013J","592815","703721","-5","2"
"FFF","2013B","331318","527195","219","1"
"AAA","2013J","2645733","546654","4","2"
"FFF","2013J","1950923","716441","169","1"
"FFF","2014J","498442","883037","134","2"
"DDD","2013B","543573","547716","225","2"
"DDD","2013J","595720","673981","-4","1"
"FFF","2013J","603651","716976","71","1"
"FFF","2014J","418201","882676","115","3"
"BBB","2014J","297179","951619","193","1"
"BBB","2014B","429099","768529","214","1"
"DDD","2014B","201151","773028","50","1"
"DDD","2013B","285096","547785","149","1"
"DDD","2013B","246652","547272","47","3"
"FFF","2013J","603300","716253","93","18"
"FFF","2013J","595649","716324","130","12"
"DDD","2014J","574612","813710","190","2"
"AAA","2013J","2073016","546647","67","1"
"FFF","2014B","351181","779354","132","10"
"EEE","2014J","643705","832565","220","2"
"DDD","2013B","77763","547872","0","2"
"BBB","2013B","537572","542807","156","2"
"EEE","2013J","611033","551073","137","2"
"CCC","2014J","275711","909088","241","16"
"BBB","2014J","504597","913663","43","1"
"BBB","2013J","314850","704224","84","2"
"BBB","2013B","547757","542893","114","1"
"FFF","2013B","544212","527199","167","1"
"CCC","2014J","624060","909022","195","1"
"FFF","2013B","265855","526738","6","5"
"EEE","2013J","556709","551031","98","2"
"FFF","2013B","510186","526764","75","1"
"FFF","2014J","509536","882537","228","3"
"CCC","2014B","359460","730007","3","2"
"EEE","2014J","591523","973719","149","4"
"CCC","2014B","576516","730031","227","1"
"BBB","2013J","577096","704206","173","25"
"DDD","2013J","394384","674084","4","3"
"FFF","2013J","2555225","716238","54","3"
"EEE","2014J","683492","832567","37","2"
"CCC","2014B","1678800","729787","19","2"
"FFF","2013B","498269","527204","15","2"
"FFF","2014J","675566","882639","46","4"
"DDD","2013J","444375","673519","93","1"
"DDD","2014J","571644","814154","25","1"
"FFF","2014B","616383","779746","157","1"
"FFF","2013J","1515509","716238","54","17"
"EEE","2013J","500779","551050","37","2"
"FFF","2014J","2065972","882571","185","2"
"EEE","2013J","556177","551010","41","1"
"DDD","2013B","542054","547273","209","1"
"CCC","2014J","104480","909091","143","2"
"DDD","2014J","637473","814028","220","2"
"EEE","2014B","576876","790879","22","1"
"AAA","2013J","335764","546651","123","3"
"GGG","2014B","611496","798620","176","12"
"FFF","2013J","600224","716222","165","1"
"DDD","2014J","582009","814300","28","1"
"GGG","2013J","534647","661710","24","1"
"CCC","2014J","2462607","909067","178","4"
"BBB","2014J","314675","913466","138","6"
"FFF","2013J","154057","716238","33","1"
"FFF","2014J","466987","882609","23","1"
"DDD","2014B","543789","772699","204","1"
"FFF","2013J","478583","716324","136","2"
"BBB","2013B","541523","542811","44","1"
"FFF","2014B","618397","779624","14","2"
"CCC","2014J","669530","909095","239","1"
"EEE","2014B","632904","790861","107","3"
"EEE","2013J","425274","551073","150","18"
"EEE","2014J","657194","832672","104","19"
"FFF","2014J","684383","882554","26","1"
"BBB","2014J","645359","913485","110","2"
"FFF","2013B","537656","526721","171","2"
"BBB","2013J","508028","703897","153","1"
"EEE","2014J","674888","832565","56","1"
"BBB","2014J","613102","913495","234","10"
"FFF","2014B","351181","779342","92","1"
"DDD","2014B","589963","772729","126","1"
"EEE","2013J","595244","551010","10","5"
"CCC","2014B","244977","729818","107","5"
"FFF","2013J","100064","716448","134","2"
"FFF","2013J","2238148","716306","234","13"
"BBB","2013J","596535","703725","55","1"
"BBB","2014J","593346","913491","159","8"
"FFF","2013B","2578996","527195","189","1"
"FFF","2014B","2010245","779075","36","1"
"FFF","2013B","547014","526738","28","3"
"FFF","2014B","633732","779379","-14","9"
"AAA","2014J","2240349","877012","211","1"
"FFF","2014B","315025","779075","-2","8"
"BBB","2014J","690967","913684","198","1"
"GGG","2013J","534647","661572","101","5"
"GGG","2013J","602470","661594","212","20"
"GGG","2013J","609403","661597","121","1"
"FFF","2014B","325089","779089","61","2"
"EEE","2014J","649339","832687","185","1"
"FFF","2013B","2521655","526746","118","1"
"FFF","2014J","681073","882674","16","1"
"FFF","2013J","576205","716289","90","1"
"FFF","2014B","479061","779260","10","2"
"FFF","2014J","434476","882537","23","7"
"BBB","2014B","626138","768348","95","2"
"DDD","2014B","622192","773164","14","1"
"BBB","2014J","72349","913468","-3","1"
"EEE","2013J","328942","551033","104","12"
"FFF","2013B","425997","526738","65","2"
"EEE","2014J","652861","832567","67","8"
"FFF","2013J","1100143","716646","125","3"
"DDD","2013J","298402","673537","131","1"
"FFF","2013B","479922","527134","-5","1"
"DDD","2013J","586912","673542","119","2"
"FFF","2014J","694716","883036","60","3"
"AAA","2014J","26192","877037","238","2"
"DDD","2013J","379023","674084","-14","1"
"BBB","2013B","479060","542807","31","29"
"DDD","2014B","627882","773455","231","3"
"FFF","2014J","1962062","882545","11","7"
"BBB","2013B","253250","543041","-5","1"
"BBB","2013J","585693","703721","232","14"
"FFF","2013B","2514949","526721","122","1"
"EEE","2014J","651015","832565","67","3"
"FFF","2013B","234661","526823","16","2"
"FFF","2013B","545379","527343","1","6"
"DDD","2013J","608815","673519","123","4"
"BBB","2014J","699436","913491","118","6"
"DDD","2014B","595193","773279","-16","1"
"DDD","2013J","580916","674058","-2","1"
"FFF","2013J","592370","716256","167","10"
"GGG","2014B","632475","798674","149","13"
"EEE","2014J","2258124","973720","163","3"
"FFF","2013J","1876636","716219","120","4"
"GGG","2013J","575559","661578","128","4"
"BBB","2013J","593694","703737","120","4"
"FFF","2013B","528424","527507","15","4"
"FFF","2014B","548424","779263","187","40"
"DDD","2013J","588540","673537","165","2"
"FFF","2014B","629522","779075","24","15"
"EEE","2014J","695932","832668","2","11"
"FFF","2013J","602669","716899","148","1"
"FFF","2013B","556351","527203","2","1"
"FFF","2014J","630992","882653","22","1"
"FFF","2014J","644361","882587","166","18"
"BBB","2014J","697754","913466","199","4"
"EEE","2014J","645451","973720","154","1"
"BBB","2014J","606134","913689","107","1"
"EEE","2014J","656057","832565","102","1"
"DDD","2013J","364770","673729","123","2"
"EEE","2014J","649718","832566","129","2"
"CCC","2014J","602856","909293","-12","1"
"CCC","2014J","633303","909018","152","3"
"FFF","2014J","696583","882937","239","1"
"FFF","2014B","626103","779266","66","1"
"BBB","2013J","2187146","703732","93","1"
"FFF","2013B","550287","526738","68","1"
"EEE","2014B","366424","790832","215","6"
"CCC","2014J","677270","909060","8","1"
"DDD","2014J","623641","814107","61","1"
"DDD","2013B","248994","547810","-15","1"
"CCC","2014J","575039","1046866","235","1"
"CCC","2014B","617355","730132","38","1"
"FFF","2013J","583286","716239","142","1"
"GGG","2014J","651943","896943","227","11"
"FFF","2013J","569167","716325","21","3"
"FFF","2014J","152917","883043","28","1"
"BBB","2014J","646260","913520","49","4"
"EEE","2014J","686564","832664","49","4"
"DDD","2013J","1835411","674391","149","1"
"DDD","2013B","2549939","547303","24","15"
"FFF","2013B","254325","526738","82","11"
"GGG","2014B","632569","798731","70","1"
"DDD","2014B","390026","773175","58","1"
"CCC","2014B","253859","729671","80","3"
"FFF","2013B","533321","526743","161","2"
"GGG","2013J","612986","661595","225","29"
"EEE","2013J","566664","551012","22","3"
"CCC","2014J","570732","909291","140","1"
"FFF","2014J","499244","882545","5","2"
"DDD","2013J","2606871","673740","18","2"
"FFF","2013J","603059","716824","65","1"
"GGG","2013J","433165","661598","134","26"
"DDD","2014J","2032882","924979","145","2"
"FFF","2014J","680775","882674","12","1"
"BBB","2014B","558921","768380","192","1"
"AAA","2014J","1112555","877025","8","2"
"CCC","2014B","581614","730075","94","1"
"EEE","2013J","2187588","551024","48","7"
"BBB","2013B","544881","542864","7","4"
"AAA","2013J","2458355","546713","176","5"
"BBB","2013J","516926","703896","124","2"
"AAA","2013J","346025","546700","9","2"
"CCC","2014J","637070","909013","178","1"
"FFF","2013B","151465","526757","151","17"
"DDD","2014J","682740","1006067","218","1"
"FFF","2013B","534892","526737","1","6"
"DDD","2014B","634360","773090","23","1"
"FFF","2014J","674699","883076","-15","4"
"FFF","2014J","648564","882682","210","50"
"EEE","2014J","690241","832660","7","5"
"BBB","2013J","278794","703897","155","1"
"FFF","2013J","409040","716335","130","1"
"FFF","2014B","632698","779369","127","3"
"FFF","2013J","540503","716643","110","1"
"FFF","2014B","631235","779075","32","7"
"FFF","2013J","602516","716216","9","3"
"FFF","2013J","522257","716238","136","4"
"FFF","2014J","1816458","882674","3","2"
"DDD","2013B","180958","547925","206","1"
"EEE","2014B","604789","790820","19","9"
"FFF","2013J","536331","716270","236","1"
"CCC","2014B","625838","730071","65","2"
"FFF","2014B","627238","779089","-3","10"
"GGG","2013J","606815","661575","162","2"
"FFF","2013B","536125","526738","131","4"
"FFF","2014J","640329","882709","116","1"
"FFF","2013J","581796","716238","45","6"
"FFF","2013B","483620","527203","160","1"
"EEE","2014B","623780","790823","15","1"
"FFF","2013J","1983921","716325","39","19"
"FFF","2014B","36347","779089","-6","3"
"DDD","2014J","256144","813955","212","1"
"FFF","2014B","604698","779433","144","2"
"DDD","2013B","89051","547303","72","3"
"FFF","2014J","649954","882545","91","2"
"FFF","2014B","610992","779089","83","1"
"DDD","2014J","1589066","813958","56","4"
"DDD","2014J","307116","813955","38","1"
"DDD","2013B","1690836","547275","91","1"
"BBB","2014J","639724","913491","117","6"
"DDD","2013J","597968","673537","155","3"
"FFF","2014J","679227","882919","5","1"
"BBB","2013B","500585","543038","4","1"
"FFF","2014J","677833","882624","108","1"
"EEE","2014B","613122","790827","143","4"
"BBB","2014J","444361","913696","33","1"
"FFF","2014J","644361","883046","123","1"
"DDD","2013J","597602","673972","79","2"
"FFF","2013J","70495","716219","70","4"
"FFF","2014J","615301","883037","117","1"
"FFF","2014J","1871598","882899","13","2"
"DDD","2014J","641253","813931","38","1"
"GGG","2014B","633389","798635","76","8"
"FFF","2014J","2480886","882674","52","1"
"EEE","2013J","501921","551070","84","6"
"GGG","2013J","600908","661572","7","3"
"FFF","2013B","528351","526857","46","1"
"BBB","2013B","552902","543055","45","1"
"FFF","2013B","543643","526738","3","1"
"CCC","2014J","599109","909232","110","2"
"FFF","2013J","595735","716253","178","1"
"EEE","2013J","592961","551173","35","2"
"DDD","2013B","441302","547958","151","1"
"DDD","2014J","674440","813701","59","3"
"EEE","2014B","478550","790737","64","1"
"DDD","2013J","597365","673542","138","1"
"EEE","2013J","605111","551010","32","14"
"FFF","2014J","416199","882545","228","3"
"EEE","2013J","610025","551010","58","5"
"FFF","2014B","610771","779344","125","3"
"CCC","2014J","576791","909020","156","3"
"DDD","2013J","579717","674391","65","1"
"DDD","2013B","447242","547303","34","8"
"DDD","2013B","531075","547272","2","9"
"CCC","2014J","576433","909013","189","1"
"FFF","2013B","508927","526791","47","1"
"FFF","2014J","648815","883053","233","1"
"FFF","2014J","647425","882638","52","3"
"FFF","2013J","582950","716256","151","1"
"FFF","2014J","679384","882675","214","61"
"DDD","2014J","609245","813706","94","1"
"FFF","2013B","534958","527113","205","1"
"CCC","2014J","264715","1019025","237","4"
"EEE","2013J","582514","551032","117","7"
"EEE","2013J","576516","551048","52","1"
"BBB","2014J","650247","926327","220","1"
"FFF","2013B","538949","526738","13","3"
"DDD","2013J","571776","674067","22","2"
"BBB","2014J","690384","913690","201","1"
"EEE","2014B","573558","790922","168","1"
"FFF","2014J","2603027","882547","33","1"
"FFF","2014J","678381","882676","241","3"
"CCC","2014J","680492","909020","1","1"
"FFF","2014B","634919","779351","45","1"
"FFF","2014J","648972","883092","21","1"
"FFF","2013B","2001665","526789","193","11"
"BBB","2013J","2638377","703736","183","9"
"AAA","2013J","248270","546719","2","5"
"EEE","2013J","604685","551012","228","1"
"DDD","2014B","626238","773431","46","1"
"FFF","2013J","586808","716434","218","1"
"FFF","2013B","526417","526737","101","50"
"AAA","2014J","2680312","877038","195","1"
"BBB","2013J","414028","703721","56","1"
"FFF","2013B","505199","526796","136","1"
"DDD","2013B","345257","547272","117","3"
"BBB","2013B","555670","543187","-8","1"
"FFF","2013B","525700","526827","113","5"
"DDD","2014J","482173","813959","140","1"
"CCC","2014J","513969","957615","171","1"
"CCC","2014J","372577","909013","48","1"
"DDD","2014B","634295","772705","4","1"
"FFF","2013B","548312","526801","43","12"
"GGG","2013J","603044","661575","53","3"
"BBB","2013B","482710","542864","-8","9"
"DDD","2014J","651619","813708","-10","1"
"BBB","2013J","1170618","703737","129","1"
"EEE","2013J","275162","551010","12","9"
"DDD","2014B","621883","773078","31","1"
"FFF","2014B","624763","779075","65","2"
"FFF","2013B","544173","527113","73","7"
"FFF","2013J","574446","716216","10","6"
"DDD","2014J","698351","813701","16","1"
"FFF","2013J","603597","716678","182","1"
"BBB","2014B","2164251","768351","47","23"
"AAA","2013J","705379","546656","198","4"
"BBB","2014J","693793","913504","123","3"
"BBB","2014J","637370","913503","79","3"
"DDD","2013B","532491","547303","10","5"
"FFF","2014J","155938","882675","22","1"
"DDD","2014B","138416","773202","93","1"
"BBB","2014B","2502127","768425","2","2"
"CCC","2014B","189624","729671","67","4"
"DDD","2014J","485421","813935","51","1"
"FFF","2013J","592259","716238","1","4"
"CCC","2014J","695270","909323","156","1"
"FFF","2014J","603648","882673","132","1"
"FFF","2014J","421070","883092","79","1"
"FFF","2013B","526818","526738","185","2"
"DDD","2013B","2063578","547542","90","8"
"FFF","2013B","560072","526743","154","2"
"CCC","2014J","537654","909231","222","3"
"FFF","2013B","1919940","526738","165","1"
"FFF","2013J","603059","716660","26","1"
"DDD","2014J","650957","814039","237","1"
"FFF","2013B","416229","527521","84","1"
"FFF","2013J","559754","716643","173","1"
"FFF","2013J","190910","716346","-10","1"
"AAA","2014J","2596621","877015","39","1"
"FFF","2014J","591581","973777","213","1"
"AAA","2013J","192183","546669","18","3"
"BBB","2014J","417986","913466","45","1"
"FFF","2013B","529240","527376","87","1"
"DDD","2014J","438135","814302","-2","3"
"FFF","2013B","551212","527203","57","1"
"AAA","2013J","1889511","546681","8","5"
"AAA","2014J","2521865","877134","199","1"
"FFF","2014J","2154361","882673","242","2"
"FFF","2013B","383946","527169","102","1"
"FFF","2014J","533418","882537","19","5"
"DDD","2013J","541482","674053","110","1"
"FFF","2013B","362668","527204","86","1"
"GGG","2014B","632667","798672","184","1"
"GGG","2014B","620946","798620","64","1"
"FFF","2014B","618744","779620","5","2"
"FFF","2014J","75107","882551","7","4"
"CCC","2014J","595106","909014","158","1"
"EEE","2014J","2151019","832639","-13","1"
"DDD","2014B","624105","773182","23","1"
"DDD","2014J","645054","814208","213","1"
"FFF","2014J","695803","882545","16","6"
"FFF","2013B","539440","526738","10","22"
"FFF","2014J","119865","882537","55","1"
"CCC","2014J","1752813","909268","-11","1"
"FFF","2013J","588236","716663","1","2"
"FFF","2014J","521703","882537","4","3"
"FFF","2013B","2496748","526721","150","8"
"CCC","2014J","688033","909020","31","1"
"BBB","2013J","2239140","703737","19","1"
"DDD","2013B","368749","547272","-7","6"
"FFF","2013B","368886","526860","43","2"
"AAA","2013J","319047","546670","-10","1"
"DDD","2013B","536210","547889","37","3"
"FFF","2013B","478432","527115","178","1"
"FFF","2013J","610292","716640","8","1"
"BBB","2014B","92341","768340","8","3"
"DDD","2014B","1031884","772705","116","2"
"EEE","2014J","445049","832566","29","1"
"AAA","2014J","298034","877015","153","23"
"BBB","2014J","692196","913466","175","3"
"BBB","2014J","1989014","913473","207","2"
"DDD","2013B","501158","547303","1","2"
"FFF","2014B","630859","779652","36","3"
"BBB","2013B","543124","542811","63","2"
"AAA","2014J","2318055","877015","228","1"
"FFF","2013B","554813","526833","147","18"
"FFF","2014B","152626","779080","23","1"
"FFF","2013B","551602","526721","177","4"
"FFF","2013B","551311","526831","68","9"
"BBB","2013B","431071","542807","88","2"
"FFF","2013J","518937","716434","229","20"
"BBB","2013J","601951","703721","26","2"
"EEE","2014J","652460","832780","32","1"
"FFF","2014J","31296","882537","90","1"
"FFF","2013J","609220","716216","143","1"
"FFF","2014J","2537777","882577","27","1"
"CCC","2014J","635573","909013","116","5"
"CCC","2014J","569277","909094","2","53"
"FFF","2014J","652887","882680","72","2"
"BBB","2014J","117544","913466","229","8"
"EEE","2014B","589033","790738","180","1"
"FFF","2013J","368315","716435","174","99"
"FFF","2014B","626103","779382","144","1"
"FFF","2014J","650866","883041","226","1"
"EEE","2014J","67539","832659","-8","8"
"FFF","2013J","2146277","716637","114","5"
"FFF","2013J","117232","716742","94","1"
"BBB","2013J","590667","704224","0","1"
"FFF","2013B","537656","526721","188","6"
"EEE","2014J","585852","832566","114","1"
"DDD","2014B","464685","773008","124","3"
"FFF","2013J","607247","716238","154","6"
"FFF","2013J","137903","716268","89","1"
"FFF","2013J","371133","716216","62","1"
"DDD","2013B","417242","547697","67","1"
"CCC","2014B","635416","730068","38","1"
"EEE","2014B","2642697","790732","25","5"
"FFF","2013J","364790","716440","227","1"
"DDD","2013J","2522932","674100","97","4"
"EEE","2013J","599176","551128","124","1"
"FFF","2014J","1603549","883058","208","2"
"FFF","2013B","2457147","526738","100","2"
"DDD","2014J","184409","1006067","206","1"
"FFF","2014J","508626","882545","231","1"
"FFF","2014B","618293","779384","16","16"
"BBB","2013J","564792","703737","129","4"
"FFF","2013J","602344","716649","-3","1"
"GGG","2014J","650316","896943","43","2"
"EEE","2014J","570273","832695","154","1"
"CCC","2014J","445114","909071","16","8"
"FFF","2014J","491863","882617","16","1"
"DDD","2014B","583053","773132","56","1"
"FFF","2013J","591403","716440","35","1"
"BBB","2013J","1536774","703897","143","1"
"DDD","2014J","487556","813703","237","1"
"BBB","2013J","558962","703721","250","2"
"FFF","2013B","557445","526721","150","1"
"DDD","2013B","350690","547896","53","1"
"DDD","2014J","2605337","813710","21","1"
"DDD","2013B","560743","547958","86","1"
"BBB","2013J","48040","704229","238","1"
"EEE","2014J","2627992","832566","175","1"
"FFF","2014J","429832","882537","109","1"
"CCC","2014J","572431","909020","243","6"
"EEE","2013J","586716","551071","61","9"
"BBB","2013B","248103","542889","4","1"
"FFF","2014B","628140","779346","170","1"
"BBB","2013B","559595","542864","59","13"
"BBB","2013J","508759","703732","161","1"
"BBB","2013B","386348","542811","13","2"
"BBB","2013J","597878","703737","162","1"
"EEE","2014B","467144","790732","39","1"
"BBB","2013B","2522093","543057","4","1"
"DDD","2014B","558629","772729","139","1"
"BBB","2014B","617190","768351","207","17"
"FFF","2014J","1585671","883302","170","4"
"FFF","2013B","408651","527443","16","1"
"FFF","2013B","319563","527469","-2","2"
"GGG","2014J","125407","896980","0","1"
"FFF","2013B","2156733","526735","-6","1"
"BBB","2014B","260955","768484","76","1"
"EEE","2014J","578469","988993","162","1"
"BBB","2014J","681222","913473","224","7"
"DDD","2014J","204410","813706","225","1"
"CCC","2014B","634167","729792","61","1"
"BBB","2014J","632955","913475","46","1"
"DDD","2013J","605941","674392","20","1"
"DDD","2014J","655362","813703","239","1"
"BBB","2014J","491387","913486","60","1"
"DDD","2013J","335405","674249","-14","2"
"EEE","2013J","607600","551024","64","5"
"FFF","2014J","655115","882635","204","20"
"BBB","2013B","558747","542811","40","3"
"DDD","2013B","550604","547272","54","1"
"FFF","2013B","497211","526831","73","6"
"FFF","2013J","583867","716216","51","3"
"BBB","2014B","606634","768336","151","2"
"EEE","2014J","466508","832565","158","5"
"DDD","2013J","488680","673729","114","1"
"CCC","2014J","366367","909013","146","1"
"BBB","2013B","530245","542864","1","10"
"DDD","2014J","636875","813937","2","2"
"FFF","2014J","333993","882545","225","1"
"DDD","2013J","364239","674100","25","1"
"DDD","2013B","476964","547272","88","3"
"GGG","2014J","620239","896958","222","6"
"CCC","2014J","588493","909231","206","1"
"DDD","2013B","539622","547904","30","2"
"EEE","2014B","510266","790934","18","1"
"BBB","2014B","630718","768351","198","1"
"FFF","2014J","2282620","882573","-16","1"
"DDD","2013J","446246","674118","223","1"
"DDD","2014J","642474","813706","45","2"
"BBB","2013B","31663","542864","3","7"
"FFF","2013B","480960","526833","127","10"
"BBB","2014B","612862","768351","41","12"
"DDD","2013J","409953","674146","36","1"
"BBB","2014J","2213814","913505","71","7"
"EEE","2014J","600766","832567","210","2"
"GGG","2014B","622432","798754","205","3"
"AAA","2013J","175991","546879","116","2"
"CCC","2014B","469761","730007","79","1"
"EEE","2014J","689983","832780","222","2"
"FFF","2014J","641547","882674","94","78"
"DDD","2014J","682968","813701","123","4"
"FFF","2013J","524407","716432","58","1"
"DDD","2014J","644409","814095","211","1"
"CCC","2014J","293686","909013","157","7"
"FFF","2014B","625566","779262","152","2"
"DDD","2013J","1282596","673539","11","1"
"AAA","2014J","377546","877035","239","1"
"DDD","2014J","626132","813710","10","2"
"FFF","2013B","515844","527203","130","1"
"DDD","2013J","563675","673733","16","2"
"FFF","2014J","680343","882553","35","1"
"CCC","2014J","1474903","909033","43","1"
"DDD","2014B","2261142","773367","32","2"
"BBB","2013B","497793","542811","76","2"
"FFF","2014J","674671","883064","141","1"
"EEE","2013J","374192","551073","154","4"
"AAA","2013J","2643002","546614","226","6"
"FFF","2014B","621722","779075","28","2"
"BBB","2013B","556887","542895","186","7"
"GGG","2014J","639251","896956","224","1"
"GGG","2013J","592361","661573","160","1"
"CCC","2014J","570985","909301","42","1"
"GGG","2013J","611218","661603","56","2"
"FFF","2014B","631023","779747","152","1"
"FFF","2013J","587456","716876","6","1"
"BBB","2014J","637715","913474","5","1"
"FFF","2013J","544090","716660","154","3"
